Study Name	Tungsten_Calibration
Sample Name	2024-04-25
Run Name	spot00
Operator	Angus
Date	4/25/2024
Time	11:07
Sign	NEG
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	2
dt	50.000001E-12
time stamp (ms)	11:08:54 AM
	
Time	Amplitude
2.335000E-8	-1.527948E-3
2.340000E-8	-3.180944E-3
2.345000E-8	-5.063477E-3
2.350000E-8	-7.043647E-3
2.355000E-8	-9.042659E-3
2.360000E-8	-1.094917E-2
2.365000E-8	-1.260046E-2
2.370000E-8	-1.391429E-2
2.375000E-8	-1.485812E-2
2.380000E-8	-1.537201E-2
2.385000E-8	-1.539942E-2
2.390000E-8	-1.494549E-2
2.395000E-8	-1.404447E-2
2.400000E-8	-1.273235E-2
2.405000E-8	-1.107422E-2
2.410000E-8	-9.157427E-3
2.415000E-8	-7.084758E-3
2.420000E-8	-4.996671E-3
2.425000E-8	-3.023353E-3
2.430000E-8	-1.264153E-3
2.435000E-8	1.884284E-4
2.440000E-8	1.260735E-3
2.445000E-8	1.915082E-3
2.450000E-8	2.105219E-3
2.455000E-8	1.783185E-3
2.460000E-8	9.952278E-4
2.465000E-8	-1.712912E-4
2.470000E-8	-1.671835E-3
2.475000E-8	-3.439600E-3
2.480000E-8	-5.356391E-3
2.485000E-8	-7.333135E-3
2.490000E-8	-9.282472E-3
2.495000E-8	-1.106908E-2
2.500000E-8	-1.257648E-2
2.505000E-8	-1.374813E-2
2.510000E-8	-1.451382E-2
2.515000E-8	-1.480331E-2
2.520000E-8	-1.461489E-2
2.525000E-8	-1.397596E-2
2.530000E-8	-1.294476E-2
2.535000E-8	-1.157097E-2
2.540000E-8	-9.895709E-3
2.545000E-8	-7.992621E-3
2.550000E-8	-6.005599E-3
2.555000E-8	-4.076817E-3
2.560000E-8	-2.261090E-3
2.565000E-8	-6.217970E-4
2.570000E-8	6.766191E-4
2.575000E-8	1.536520E-3
2.580000E-8	1.966471E-3
2.585000E-8	1.944202E-3
2.590000E-8	1.418326E-3
2.595000E-8	4.470838E-4
2.600000E-8	-8.736007E-4
2.605000E-8	-2.502616E-3
2.610000E-8	-4.397139E-3
2.615000E-8	-6.421846E-3
2.620000E-8	-8.439701E-3
2.625000E-8	-1.035307E-2
2.630000E-8	-1.205403E-2
2.635000E-8	-1.340383E-2
2.640000E-8	-1.430142E-2
2.645000E-8	-1.472451E-2
2.650000E-8	-1.469539E-2
2.655000E-8	-1.422433E-2
2.660000E-8	-1.330962E-2
2.665000E-8	-1.198551E-2
2.670000E-8	-1.036334E-2
2.675000E-8	-8.540765E-3
2.680000E-8	-6.606844E-3
2.685000E-8	-4.684915E-3
2.690000E-8	-2.884604E-3
2.695000E-8	-1.267579E-3
2.700000E-8	5.310530E-5
2.705000E-8	9.387005E-4
2.710000E-8	1.392632E-3
2.715000E-8	1.461150E-3
2.720000E-8	1.135690E-3
2.725000E-8	4.179637E-4
2.730000E-8	-6.492042E-4
2.735000E-8	-2.036694E-3
2.740000E-8	-3.713672E-3
2.745000E-8	-5.563658E-3
2.750000E-8	-7.458181E-3
2.755000E-8	-9.313306E-3
2.760000E-8	-1.102797E-2
2.765000E-8	-1.248569E-2
2.770000E-8	-1.360767E-2
2.775000E-8	-1.434767E-2
2.780000E-8	-1.465942E-2
2.785000E-8	-1.452581E-2
2.790000E-8	-1.393827E-2
